"","entry_exit_provider_program_type_code","ee_uid","client_id","client_age_at_entry","client_age_at_exit","client_gender","client_primary_race","client_ethnicity","client_veteran_status"
"21766","Emergency Shelter (HUD)",822978,307527,57,57,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21767","Emergency Shelter (HUD)",822979,417742,67,67,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21768","Emergency Shelter (HUD)",822980,395188,41,41,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21769","Emergency Shelter (HUD)",822981,310259,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21770","Emergency Shelter (HUD)",822982,336499,33,33,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21771","Emergency Shelter (HUD)",822983,393663,42,42,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21772","Emergency Shelter (HUD)",822984,322951,52,52,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21773","Emergency Shelter (HUD)",822985,420510,31,31,"Male","Client doesn't know (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"21774","Emergency Shelter (HUD)",822986,263688,37,37,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21775","Emergency Shelter (HUD)",822987,399367,54,54,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21776","Emergency Shelter (HUD)",822989,421391,56,56,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21777","Emergency Shelter (HUD)",822990,229562,41,41,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21778","Emergency Shelter (HUD)",822991,419931,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21779","Emergency Shelter (HUD)",822992,328746,47,47,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21780","Emergency Shelter (HUD)",822993,417789,34,34,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21781","Emergency Shelter (HUD)",822994,277745,46,46,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21782","Emergency Shelter (HUD)",822995,116733,30,30,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21783","Emergency Shelter (HUD)",822996,394055,58,58,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21784","Emergency Shelter (HUD)",822997,355193,52,52,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21785","Emergency Shelter (HUD)",822998,419660,43,43,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21786","Emergency Shelter (HUD)",822999,306709,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21787","Emergency Shelter (HUD)",823000,391037,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21788","Emergency Shelter (HUD)",823001,150391,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21789","Emergency Shelter (HUD)",823002,405488,36,36,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21790","Emergency Shelter (HUD)",823003,392938,52,52,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21791","Emergency Shelter (HUD)",823004,421409,33,33,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21792","Emergency Shelter (HUD)",823005,302849,60,60,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21793","Emergency Shelter (HUD)",823006,404740,44,44,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21794","Emergency Shelter (HUD)",823007,354903,26,26,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21795","Emergency Shelter (HUD)",823011,421109,40,40,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21796","Emergency Shelter (HUD)",823012,389539,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21797","Emergency Shelter (HUD)",823013,323409,62,62,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21798","Emergency Shelter (HUD)",823014,397924,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21799","Emergency Shelter (HUD)",823015,381092,20,20,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21800","Emergency Shelter (HUD)",823016,379285,49,49,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21801","Emergency Shelter (HUD)",823017,407209,26,26,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21802","Emergency Shelter (HUD)",823018,324973,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21803","Emergency Shelter (HUD)",823019,318881,56,56,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21804","Emergency Shelter (HUD)",823020,338069,46,46,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21805","Emergency Shelter (HUD)",823022,416912,53,53,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21806","Emergency Shelter (HUD)",823023,420792,54,54,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21807","Emergency Shelter (HUD)",823024,322513,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21808","Emergency Shelter (HUD)",823025,334485,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21809","Emergency Shelter (HUD)",823026,305175,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21810","Emergency Shelter (HUD)",823027,327054,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21811","Emergency Shelter (HUD)",823028,352172,22,22,"Trans Female (MTF or Male to Female)","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21812","Emergency Shelter (HUD)",823029,358298,26,26,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21813","Emergency Shelter (HUD)",823030,407384,38,38,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21814","Emergency Shelter (HUD)",823031,359734,52,52,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21815","Emergency Shelter (HUD)",823032,411402,55,55,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21816","Emergency Shelter (HUD)",823033,421151,63,63,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21817","Emergency Shelter (HUD)",823034,349715,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21818","Emergency Shelter (HUD)",823035,419185,21,21,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21819","Emergency Shelter (HUD)",823036,420685,41,41,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21820","Emergency Shelter (HUD)",823037,371754,49,49,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21821","Emergency Shelter (HUD)",823038,345440,57,57,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21822","Emergency Shelter (HUD)",823041,326084,52,52,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21823","Emergency Shelter (HUD)",823042,364063,49,49,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21824","Emergency Shelter (HUD)",823043,385314,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21825","Emergency Shelter (HUD)",823044,381547,54,54,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21826","Emergency Shelter (HUD)",823048,400949,34,34,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21827","Emergency Shelter (HUD)",823049,420092,51,51,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21828","Emergency Shelter (HUD)",823050,88377,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21829","Emergency Shelter (HUD)",823051,391748,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21830","Emergency Shelter (HUD)",823052,333455,57,57,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21831","Emergency Shelter (HUD)",823053,392752,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21832","Emergency Shelter (HUD)",823054,386275,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21833","Emergency Shelter (HUD)",823055,371328,25,25,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21834","Emergency Shelter (HUD)",823056,421554,48,48,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21835","Emergency Shelter (HUD)",823060,358756,40,40,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21836","Emergency Shelter (HUD)",823061,386648,65,65,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21837","Emergency Shelter (HUD)",823062,338583,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21838","Emergency Shelter (HUD)",823063,417964,61,61,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21839","Emergency Shelter (HUD)",823064,417547,53,53,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21840","Emergency Shelter (HUD)",823065,311437,48,48,"Male","Client refused (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21841","Emergency Shelter (HUD)",823066,316021,31,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21842","Emergency Shelter (HUD)",823067,359195,27,27,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21843","Emergency Shelter (HUD)",823068,377217,20,20,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21844","Emergency Shelter (HUD)",823070,312448,27,27,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21845","Emergency Shelter (HUD)",823071,419655,18,18,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21846","Emergency Shelter (HUD)",823072,254664,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21847","Emergency Shelter (HUD)",823074,345776,20,20,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21848","Emergency Shelter (HUD)",823075,416830,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21849","Emergency Shelter (HUD)",823076,339237,49,49,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21850","Emergency Shelter (HUD)",823077,335456,60,60,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21851","Emergency Shelter (HUD)",823078,317053,43,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21852","Emergency Shelter (HUD)",823079,421146,35,35,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21853","Emergency Shelter (HUD)",823080,387816,58,58,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21854","Emergency Shelter (HUD)",823081,107209,29,29,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21855","Emergency Shelter (HUD)",823082,421408,45,45,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21856","Emergency Shelter (HUD)",823083,306872,60,60,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21857","Emergency Shelter (HUD)",823086,388803,31,31,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21858","Emergency Shelter (HUD)",823087,361565,26,26,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21859","Emergency Shelter (HUD)",823088,420702,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21860","Emergency Shelter (HUD)",823089,420466,48,48,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21861","Emergency Shelter (HUD)",823090,379806,51,51,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","Yes (HUD)"
"21862","Emergency Shelter (HUD)",823091,106968,45,45,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21863","Emergency Shelter (HUD)",823092,385366,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21864","Emergency Shelter (HUD)",823095,352182,43,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21865","Emergency Shelter (HUD)",823096,389555,44,44,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21866","Emergency Shelter (HUD)",823097,336281,21,21,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21867","Emergency Shelter (HUD)",823099,389182,54,54,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21868","Emergency Shelter (HUD)",823100,334712,59,59,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21869","Emergency Shelter (HUD)",823101,405395,51,51,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21870","Emergency Shelter (HUD)",823102,111981,39,39,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21871","Emergency Shelter (HUD)",823105,356597,52,52,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21872","Emergency Shelter (HUD)",823106,402794,33,33,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21873","Emergency Shelter (HUD)",823108,78474,47,47,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21874","Emergency Shelter (HUD)",823109,417742,67,67,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21875","Emergency Shelter (HUD)",823110,419848,27,27,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21876","Emergency Shelter (HUD)",823111,310259,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21877","Emergency Shelter (HUD)",823114,394056,53,53,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21878","Emergency Shelter (HUD)",823115,340687,58,58,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21879","Emergency Shelter (HUD)",823116,399367,54,54,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21880","Emergency Shelter (HUD)",823117,421391,56,56,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21881","Emergency Shelter (HUD)",823118,277745,46,46,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21882","Emergency Shelter (HUD)",823119,355193,52,52,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21883","Emergency Shelter (HUD)",823120,364222,48,48,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21884","Emergency Shelter (HUD)",823121,341794,24,24,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21885","Emergency Shelter (HUD)",823122,150391,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21886","Emergency Shelter (HUD)",823123,418550,25,25,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21887","Emergency Shelter (HUD)",823124,392938,52,52,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21888","Emergency Shelter (HUD)",823125,421409,33,33,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21889","Emergency Shelter (HUD)",823126,354903,26,26,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21890","Emergency Shelter (HUD)",823127,421109,40,40,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21891","Emergency Shelter (HUD)",823128,353568,44,44,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21892","Emergency Shelter (HUD)",823129,389539,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21893","Emergency Shelter (HUD)",823130,372622,51,51,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21894","Emergency Shelter (HUD)",823131,397924,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21895","Emergency Shelter (HUD)",823132,391673,43,43,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21896","Emergency Shelter (HUD)",823133,379285,49,49,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21897","Emergency Shelter (HUD)",823134,303422,50,50,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"21898","Emergency Shelter (HUD)",823135,322513,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21899","Emergency Shelter (HUD)",823136,305175,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21900","Emergency Shelter (HUD)",823137,352172,22,22,"Trans Female (MTF or Male to Female)","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21901","Emergency Shelter (HUD)",823138,358298,26,26,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21902","Emergency Shelter (HUD)",823139,314214,28,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21903","Emergency Shelter (HUD)",823140,359734,52,52,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21904","Emergency Shelter (HUD)",823142,370203,59,59,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"21905","Emergency Shelter (HUD)",823143,349715,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
